;Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;;;;;
;;;;;;;;;;;;;;;;;;;Food and beverages;8;94,47;37,788
;;;;;;;;;;;;;;;;;;;605-83-1050;2;27,18;2,718
;;;;;;;;;;;;;;;;;;;B;2;27,18;2,718
;;;;;;;;;;;;;;;;;;;Mandalay;2;27,18;2,718
;;;;;;;;;;;;;;;;;;;Normal;2;27,18;2,718
;;;;;;;;;;;;;;;;;;;Male;2;27,18;2,718
;;;;;;;;;;;;;;;;;;;Fashion accessories;2;27,18;2,718
;;;;;;;;;;;;;;;;;;;606-80-4905;6;19,15;5,745
;;;;;;;;;;;;;;;;;;;C;6;19,15;5,745
;;;;;;;;;;;;;;;;;;;Naypyitaw;6;19,15;5,745
;;;;;;;;;;;;;;;;;;;Member;6;19,15;5,745
;;;;;;;;;;;;;;;;;;;Female;6;19,15;5,745
;;;;;;;;;;;;;;;;;;;Sports and travel;6;19,15;5,745
;;;;;;;;;;;;;;;;;;;607-65-2441;10;81,95;40,975
;;;;;;;;;;;;;;;;;;;C;10;81,95;40,975
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;81,95;40,975
;;;;;;;;;;;;;;;;;;;Member;10;81,95;40,975
;;;;;;;;;;;;;;;;;;;Male;10;81,95;40,975
;;;;;;;;;;;;;;;;;;;Health and beauty;10;81,95;40,975
;;;;;;;;;;;;;;;;;;;607-76-6216;5;92,49;23,1225
;;;;;;;;;;;;;;;;;;;C;5;92,49;23,1225
;;;;;;;;;;;;;;;;;;;Naypyitaw;5;92,49;23,1225
;;;;;;;;;;;;;;;;;;;Member;5;92,49;23,1225
;;;;;;;;;;;;;;;;;;;Female;5;92,49;23,1225
;;;;;;;;;;;;;;;;;;;Fashion accessories;5;92,49;23,1225
;;;;;;;;;;;;;;;;;;;608-04-3797;8;25,32;10,128
;;;;;;;;;;;;;;;;;;;B;8;25,32;10,128
;;;;;;;;;;;;;;;;;;;Mandalay;8;25,32;10,128
;;;;;;;;;;;;;;;;;;;Member;8;25,32;10,128
;;;;;;;;;;;;;;;;;;;Female;8;25,32;10,128
;;;;;;;;;;;;;;;;;;;Health and beauty;8;25,32;10,128
;;;;;;;;;;;;;;;;;;;608-05-3804;1;39,75;1,9875
;;;;;;;;;;;;;;;;;;;B;1;39,75;1,9875
;;;;;;;;;;;;;;;;;;;Mandalay;1;39,75;1,9875
;;;;;;;;;;;;;;;;;;;Member;1;39,75;1,9875
;;;;;;;;;;;;;;;;;;;Male;1;39,75;1,9875
;;;;;;;;;;;;;;;;;;;Electronic accessories;1;39,75;1,9875
;;;;;;;;;;;;;;;;;;;608-27-6295;6;52,89;15,867
;;;;;;;;;;;;;;;;;;;B;6;52,89;15,867
;;;;;;;;;;;;;;;;;;;Mandalay;6;52,89;15,867
;;;;;;;;;;;;;;;;;;;Member;6;52,89;15,867
;;;;;;;;;;;;;;;;;;;Male;6;52,89;15,867
;;;;;;;;;;;;;;;;;;;Electronic accessories;6;52,89;15,867
;;;;;;;;;;;;;;;;;;;608-96-3517;4;91,54;18,308
;;;;;;;;;;;;;;;;;;;B;4;91,54;18,308
;;;;;;;;;;;;;;;;;;;Mandalay;4;91,54;18,308
;;;;;;;;;;;;;;;;;;;Member;4;91,54;18,308
;;;;;;;;;;;;;;;;;;;Female;4;91,54;18,308
;;;;;;;;;;;;;;;;;;;Fashion accessories;4;91,54;18,308
;;;;;;;;;;;;;;;;;;;609-81-8548;6;37,44;11,232
;;;;;;;;;;;;;;;;;;;A;6;37,44;11,232
;;;;;;;;;;;;;;;;;;;Yangon;6;37,44;11,232
;;;;;;;;;;;;;;;;;;;Member;6;37,44;11,232
;;;;;;;;;;;;;;;;;;;Female;6;37,44;11,232
;;;;;;;;;;;;;;;;;;;Home and lifestyle;6;37,44;11,232
;;;;;;;;;;;;;;;;;;;610-46-4100;7;28,95;10,1325
;;;;;;;;;;;;;;;;;;;A;7;28,95;10,1325
;;;;;;;;;;;;;;;;;;;Yangon;7;28,95;10,1325
;;;;;;;;;;;;;;;;;;;Normal;7;28,95;10,1325
;;;;;;;;;;;;;;;;;;;Male;7;28,95;10,1325
;;;;;;;;;;;;;;;;;;;Health and beauty;7;28,95;10,1325
;;;;;;;;;;;;;;;;;;;612-36-5536;8;80,96;32,384
;;;;;;;;;;;;;;;;;;;A;8;80,96;32,384
;;;;;;;;;;;;;;;;;;;Yangon;8;80,96;32,384
;;;;;;;;;;;;;;;;;;;Member;8;80,96;32,384
;;;;;;;;;;;;;;;;;;;Male;8;80,96;32,384
;;;;;;;;;;;;;;;;;;;Food and beverages;8;80,96;32,384
;;;;;;;;;;;;;;;;;;;613-59-9758;10;14,36;7,18
;;;;;;;;;;;;;;;;;;;C;10;14,36;7,18
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;14,36;7,18
;;;;;;;;;;;;;;;;;;;Normal;10;14,36;7,18
;;;;;;;;;;;;;;;;;;;Female;10;14,36;7,18
;;;;;;;;;;;;;;;;;;;Sports and travel;10;14,36;7,18
;;;;;;;;;;;;;;;;;;;616-24-2851;4;17,87;3,574
;;;;;;;;;;;;;;;;;;;B;4;17,87;3,574
;;;;;;;;;;;;;;;;;;;Mandalay;4;17,87;3,574
;;;;;;;;;;;;;;;;;;;Member;4;17,87;3,574
;;;;;;;;;;;;;;;;;;;Female;4;17,87;3,574
;;;;;;;;;;;;;;;;;;;Fashion accessories;4;17,87;3,574
;;;;;;;;;;;;;;;;;;;616-87-0016;7;95,54;33,439
;;;;;;;;;;;;;;;;;;;B;7;95,54;33,439
;;;;;;;;;;;;;;;;;;;Mandalay;7;95,54;33,439
;;;;;;;;;;;;;;;;;;;Normal;7;95,54;33,439
;;;;;;;;;;;;;;;;;;;Male;7;95,54;33,439
;;;;;;;;;;;;;;;;;;;Fashion accessories;7;95,54;33,439
;;;;;;;;;;;;;;;;;;;617-15-4209;2;15,37;1,537
;;;;;;;;;;;;;;;;;;;C;2;15,37;1,537
;;;;;;;;;;;;;;;;;;;Naypyitaw;2;15,37;1,537
;;;;;;;;;;;;;;;;;;;Member;2;15,37;1,537
;;;;;;;;;;;;;;;;;;;Male;2;15,37;1,537
;;;;;;;;;;;;;;;;;;;Health and beauty;2;15,37;1,537
;;;;;;;;;;;;;;;;;;;618-34-8551;2;93,18;9,318
;;;;;;;;;;;;;;;;;;;A;2;93,18;9,318
;;;;;;;;;;;;;;;;;;;Yangon;2;93,18;9,318
;;;;;;;;;;;;;;;;;;;Normal;2;93,18;9,318
;;;;;;;;;;;;;;;;;;;Female;2;93,18;9,318
;;;;;;;;;;;;;;;;;;;Sports and travel;2;93,18;9,318
;;;;;;;;;;;;;;;;;;;620-02-2046;2;69,4;6,94
;;;;;;;;;;;;;;;;;;;C;2;69,4;6,94
;;;;;;;;;;;;;;;;;;;Naypyitaw;2;69,4;6,94
;;;;;;;;;;;;;;;;;;;Normal;2;69,4;6,94
;;;;;;;;;;;;;;;;;;;Male;2;69,4;6,94
;;;;;;;;;;;;;;;;;;;Home and lifestyle;2;69,4;6,94
;;;;;;;;;;;;;;;;;;;622-20-1945;1;39,42;1,971
;;;;;;;;;;;;;;;;;;;C;1;39,42;1,971
;;;;;;;;;;;;;;;;;;;Naypyitaw;1;39,42;1,971
;;;;;;;;;;;;;;;;;;;Normal;1;39,42;1,971
;;;;;;;;;;;;;;;;;;;Female;1;39,42;1,971
;;;;;;;;;;;;;;;;;;;Health and beauty;1;39,42;1,971
;;;;;;;;;;;;;;;;;;;624-01-8356;10;49,01;24,505
;;;;;;;;;;;;;;;;;;;B;10;49,01;24,505
;;;;;;;;;;;;;;;;;;;Mandalay;10;49,01;24,505
;;;;;;;;;;;;;;;;;;;Normal;10;49,01;24,505
;;;;;;;;;;;;;;;;;;;Female;10;49,01;24,505
;;;;;;;;;;;;;;;;;;;Home and lifestyle;10;49,01;24,505
;;;;;;;;;;;;;;;;;;;626-43-7888;8;60,41;24,164
;;;;;;;;;;;;;;;;;;;C;8;60,41;24,164
;;;;;;;;;;;;;;;;;;;Naypyitaw;8;60,41;24,164
;;;;;;;;;;;;;;;;;;;Normal;8;60,41;24,164
;;;;;;;;;;;;;;;;;;;Female;8;60,41;24,164
;;;;;;;;;;;;;;;;;;;Fashion accessories;8;60,41;24,164
;;;;;;;;;;;;;;;;;;;627-95-3243;9;77,68;34,956
;;;;;;;;;;;;;;;;;;;B;9;77,68;34,956
;;;;;;;;;;;;;;;;;;;Mandalay;9;77,68;34,956
;;;;;;;;;;;;;;;;;;;Member;9;77,68;34,956
;;;;;;;;;;;;;;;;;;;Female;9;77,68;34,956
;;;;;;;;;;;;;;;;;;;Home and lifestyle;9;77,68;34,956
;;;;;;;;;;;;;;;;;;;628-34-3388;6;27,38;8,214
;;;;;;;;;;;;;;;;;;;C;6;27,38;8,214
;;;;;;;;;;;;;;;;;;;Naypyitaw;6;27,38;8,214
;;;;;;;;;;;;;;;;;;;Normal;6;27,38;8,214
;;;;;;;;;;;;;;;;;;;Male;6;27,38;8,214
;;;;;;;;;;;;;;;;;;;Fashion accessories;6;27,38;8,214
;;;;;;;;;;;;;;;;;;;628-90-8624;10;82,58;41,29
;;;;;;;;;;;;;;;;;;;B;10;82,58;41,29
;;;;;;;;;;;;;;;;;;;Mandalay;10;82,58;41,29
;;;;;;;;;;;;;;;;;;;Member;10;82,58;41,29
;;;;;;;;;;;;;;;;;;;Male;10;82,58;41,29
;;;;;;;;;;;;;;;;;;;Health and beauty;10;82,58;41,29
;;;;;;;;;;;;;;;;;;;629-42-4133;8;21,8;8,72
;;;;;;;;;;;;;;;;;;;C;8;21,8;8,72
;;;;;;;;;;;;;;;;;;;Naypyitaw;8;21,8;8,72
;;;;;;;;;;;;;;;;;;;Normal;8;21,8;8,72
;;;;;;;;;;;;;;;;;;;Male;8;21,8;8,72
;;;;;;;;;;;;;;;;;;;Health and beauty;8;21,8;8,72
;;;;;;;;;;;;;;;;;;;630-74-5166;6;62,13;18,639
;;;;;;;;;;;;;;;;;;;A;6;62,13;18,639
;;;;;;;;;;;;;;;;;;;Yangon;6;62,13;18,639
;;;;;;;;;;;;;;;;;;;Normal;6;62,13;18,639
;;;;;;;;;;;;;;;;;;;Male;6;62,13;18,639
;;;;;;;;;;;;;;;;;;;Sports and travel;6;62,13;18,639
;;;;;;;;;;;;;;;;;;;631-34-1880;3;24,31;3,6465
;;;;;;;;;;;;;;;;;;;C;3;24,31;3,6465
;;;;;;;;;;;;;;;;;;;Naypyitaw;3;24,31;3,6465
;;;;;;;;;;;;;;;;;;;Member;3;24,31;3,6465
;;;;;;;;;;;;;;;;;;;Male;3;24,31;3,6465
;;;;;;;;;;;;;;;;;;;Food and beverages;3;24,31;3,6465
;;;;;;;;;;;;;;;;;;;631-41-3108;7;46,33;16,2155
;;;;;;;;;;;;;;;;;;;A;7;46,33;16,2155
;;;;;;;;;;;;;;;;;;;Yangon;7;46,33;16,2155
;;;;;;;;;;;;;;;;;;;Normal;7;46,33;16,2155
;;;;;;;;;;;;;;;;;;;Male;7;46,33;16,2155
;;;;;;;;;;;;;;;;;;;Home and lifestyle;7;46,33;16,2155
;;;;;;;;;;;;;;;;;;;632-32-4574;8;75,92;30,368
;;;;;;;;;;;;;;;;;;;B;8;75,92;30,368
;;;;;;;;;;;;;;;;;;;Mandalay;8;75,92;30,368
;;;;;;;;;;;;;;;;;;;Normal;8;75,92;30,368
;;;;;;;;;;;;;;;;;;;Male;8;75,92;30,368
;;;;;;;;;;;;;;;;;;;Sports and travel;8;75,92;30,368
;;;;;;;;;;;;;;;;;;;632-90-0281;10;37,55;18,775
;;;;;;;;;;;;;;;;;;;C;10;37,55;18,775
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;37,55;18,775
;;;;;;;;;;;;;;;;;;;Normal;10;37,55;18,775
;;;;;;;;;;;;;;;;;;;Female;10;37,55;18,775
;;;;;;;;;;;;;;;;;;;Fashion accessories;10;37,55;18,775
;;;;;;;;;;;;;;;;;;;633-09-3463;3;47,65;7,1475
;;;;;;;;;;;;;;;;;;;C;3;47,65;7,1475
;;;;;;;;;;;;;;;;;;;Naypyitaw;3;47,65;7,1475
;;;;;;;;;;;;;;;;;;;Normal;3;47,65;7,1475
;;;;;;;;;;;;;;;;;;;Female;3;47,65;7,1475
;;;;;;;;;;;;;;;;;;;Electronic accessories;3;47,65;7,1475
;;;;;;;;;;;;;;;;;;;633-44-8566;7;49,38;17,283
;;;;;;;;;;;;;;;;;;;A;7;49,38;17,283
;;;;;;;;;;;;;;;;;;;Yangon;7;49,38;17,283
;;;;;;;;;;;;;;;;;;;Member;7;49,38;17,283
;;;;;;;;;;;;;;;;;;;Male;7;49,38;17,283
;;;;;;;;;;;;;;;;;;;Food and beverages;7;49,38;17,283
;;;;;;;;;;;;;;;;;;;633-91-1052;2;12,03;1,203
;;;;;;;;;;;;;;;;;;;A;2;12,03;1,203
;;;;;;;;;;;;;;;;;;;Yangon;2;12,03;1,203
;;;;;;;;;;;;;;;;;;;Normal;2;12,03;1,203
;;;;;;;;;;;;;;;;;;;Female;2;12,03;1,203
;;;;;;;;;;;;;;;;;;;Home and lifestyle;2;12,03;1,203
;;;;;;;;;;;;;;;;;;;634-97-8956;3;32,9;4,935
;;;;;;;;;;;;;;;;;;;A;3;32,9;4,935
;;;;;;;;;;;;;;;;;;;Yangon;3;32,9;4,935
;;;;;;;;;;;;;;;;;;;Normal;3;32,9;4,935
;;;;;;;;;;;;;;;;;;;Male;3;32,9;4,935
;;;;;;;;;;;;;;;;;;;Food and beverages;3;32,9;4,935
;;;;;;;;;;;;;;;;;;;635-28-5728;3;56;8,4
;;;;;;;;;;;;;;;;;;;A;3;56;8,4
;;;;;;;;;;;;;;;;;;;Yangon;3;56;8,4
;;;;;;;;;;;;;;;;;;;Normal;3;56;8,4
;;;;;;;;;;;;;;;;;;;Male;3;56;8,4
;;;;;;;;;;;;;;;;;;;Health and beauty;3;56;8,4
;;;;;;;;;;;;;;;;;;;635-40-6220;8;89,6;35,84
;;;;;;;;;;;;;;;;;;;A;8;89,6;35,84
;;;;;;;;;;;;;;;;;;;Yangon;8;89,6;35,84
;;;;;;;;;;;;;;;;;;;Normal;8;89,6;35,84
;;;;;;;;;;;;;;;;;;;Male;8;89,6;35,84
;;;;;;;;;;;;;;;;;;;Health and beauty;8;89,6;35,84
;;;;;;;;;;;;;;;;;;;636-17-0325;4;62,57;12,514
;;;;;;;;;;;;;;;;;;;B;4;62,57;12,514
;;;;;;;;;;;;;;;;;;;Mandalay;4;62,57;12,514
;;;;;;;;;;;;;;;;;;;Normal;4;62,57;12,514
;;;;;;;;;;;;;;;;;;;Male;4;62,57;12,514
;;;;;;;;;;;;;;;;;;;Health and beauty;4;62,57;12,514
;;;;;;;;;;;;;;;;;;;636-48-8204;5;34,56;8,64
;;;;;;;;;;;;;;;;;;;A;5;34,56;8,64
;;;;;;;;;;;;;;;;;;;Yangon;5;34,56;8,64
;;;;;;;;;;;;;;;;;;;Normal;5;34,56;8,64
;;;;;;;;;;;;;;;;;;;Male;5;34,56;8,64
;;;;;;;;;;;;;;;;;;;Electronic accessories;5;34,56;8,64
;;;;;;;;;;;;;;;;;;;636-98-3364;3;26,26;3,939
;;;;;;;;;;;;;;;;;;;B;3;26,26;3,939
;;;;;;;;;;;;;;;;;;;Mandalay;3;26,26;3,939
;;;;;;;;;;;;;;;;;;;Member;3;26,26;3,939
;;;;;;;;;;;;;;;;;;;Female;3;26,26;3,939
;;;;;;;;;;;;;;;;;;;Electronic accessories;3;26,26;3,939
;;;;;;;;;;;;;;;;;;;638-60-7125;8;99,56;39,824
;;;;;;;;;;;;;;;;;;;A;8;99,56;39,824
;;;;;;;;;;;;;;;;;;;Yangon;8;99,56;39,824
;;;;;;;;;;;;;;;;;;;Normal;8;99,56;39,824
;;;;;;;;;;;;;;;;;;;Female;8;99,56;39,824
;;;;;;;;;;;;;;;;;;;Electronic accessories;8;99,56;39,824
;;;;;;;;;;;;;;;;;;;639-76-1242;5;40,52;10,13
;;;;;;;;;;;;;;;;;;;C;5;40,52;10,13
;;;;;;;;;;;;;;;;;;;Naypyitaw;5;40,52;10,13
;;;;;;;;;;;;;;;;;;;Normal;5;40,52;10,13
;;;;;;;;;;;;;;;;;;;Male;5;40,52;10,13
;;;;;;;;;;;;;;;;;;;Food and beverages;5;40,52;10,13
;;;;;;;;;;;;;;;;;;;640-48-5028;9;88,39;39,7755
;;;;;;;;;;;;;;;;;;;B;9;88,39;39,7755
;;;;;;;;;;;;;;;;;;;Mandalay;9;88,39;39,7755
;;;;;;;;;;;;;;;;;;;Member;9;88,39;39,7755
;;;;;;;;;;;;;;;;;;;Female;9;88,39;39,7755
;;;;;;;;;;;;;;;;;;;Home and lifestyle;9;88,39;39,7755
;;;;;;;;;;;;;;;;;;;640-49-2076;8;83,78;33,512
;;;;;;;;;;;;;;;;;;;B;8;83,78;33,512
;;;;;;;;;;;;;;;;;;;Mandalay;8;83,78;33,512
;;;;;;;;;;;;;;;;;;;Normal;8;83,78;33,512
;;;;;;;;;;;;;;;;;;;Male;8;83,78;33,512
;;;;;;;;;;;;;;;;;;;Sports and travel;8;83,78;33,512
;;;;;;;;;;;;;;;;;;;641-43-2399;4;25,55;5,11
;;;;;;;;;;;;;;;;;;;B;4;25,55;5,11
;;;;;;;;;;;;;;;;;;;Mandalay;4;25,55;5,11
;;;;;;;;;;;;;;;;;;;Normal;4;25,55;5,11
;;;;;;;;;;;;;;;;;;;Male;4;25,55;5,11
;;;;;;;;;;;;;;;;;;;Home and lifestyle;4;25,55;5,11
;;;;;;;;;;;;;;;;;;;641-51-2661;10;87,1;43,55
;;;;;;;;;;;;;;;;;;;C;10;87,1;43,55
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;87,1;43,55
;;;;;;;;;;;;;;;;;;;Member;10;87,1;43,55
;;;;;;;;;;;;;;;;;;;Female;10;87,1;43,55
;;;;;;;;;;;;;;;;;;;Food and beverages;10;87,1;43,55
;;;;;;;;;;;;;;;;;;;641-62-7288;6;99,92;29,976
;;;;;;;;;;;;;;;;;;;B;6;99,92;29,976
;;;;;;;;;;;;;;;;;;;Mandalay;6;99,92;29,976
;;;;;;;;;;;;;;;;;;;Normal;6;99,92;29,976
;;;;;;;;;;;;;;;;;;;Male;6;99,92;29,976
;;;;;;;;;;;;;;;;;;;Home and lifestyle;6;99,92;29,976
;;;;;;;;;;;;;;;;;;;641-96-3695;6;43,46;13,038
;;;;;;;;;;;;;;;;;;;C;6;43,46;13,038
;;;;;;;;;;;;;;;;;;;Naypyitaw;6;43,46;13,038
;;;;;;;;;;;;;;;;;;;Member;6;43,46;13,038
;;;;;;;;;;;;;;;;;;;Female;6;43,46;13,038
;;;;;;;;;;;;;;;;;;;Fashion accessories;6;43,46;13,038
;;;;;;;;;;;;;;;;;;;642-30-6693;6;54,51;16,353
;;;;;;;;;;;;;;;;;;;B;6;54,51;16,353
;;;;;;;;;;;;;;;;;;;Mandalay;6;54,51;16,353
;;;;;;;;;;;;;;;;;;;Normal;6;54,51;16,353
;;;;;;;;;;;;;;;;;;;Female;6;54,51;16,353
;;;;;;;;;;;;;;;;;;;Sports and travel;6;54,51;16,353
;;;;;;;;;;;;;;;;;;;642-32-2990;10;10,96;5,48
;;;;;;;;;;;;;;;;;;;A;10;10,96;5,48
;;;;;;;;;;;;;;;;;;;Yangon;10;10,96;5,48
;;;;;;;;;;;;;;;;;;;Normal;10;10,96;5,48
;;;;;;;;;;;;;;;;;;;Female;10;10,96;5,48
;;;;;;;;;;;;;;;;;;;Food and beverages;10;10,96;5,48
;;;;;;;;;;;;;;;;;;;642-61-4706;2;93,4;9,34
;;;;;;;;;;;;;;;;;;;B;2;93,4;9,34
;;;;;;;;;;;;;;;;;;;Mandalay;2;93,4;9,34
;;;;;;;;;;;;;;;;;;;Member;2;93,4;9,34
;;;;;;;;;;;;;;;;;;;Male;2;93,4;9,34
;;;;;;;;;;;;;;;;;;;Food and beverages;2;93,4;9,34
;;;;;;;;;;;;;;;;;;;643-38-7867;1;97,94;4,897
;;;;;;;;;;;;;;;;;;;A;1;97,94;4,897
;;;;;;;;;;;;;;;;;;;Yangon;1;97,94;4,897
;;;;;;;;;;;;;;;;;;;Normal;1;97,94;4,897
;;;;;;;;;;;;;;;;;;;Male;1;97,94;4,897
;;;;;;;;;;;;;;;;;;;Home and lifestyle;1;97,94;4,897
;;;;;;;;;;;;;;;;;;;645-44-1170;9;58,07;26,1315
;;;;;;;;;;;;;;;;;;;A;9;58,07;26,1315
;;;;;;;;;;;;;;;;;;;Yangon;9;58,07;26,1315
;;;;;;;;;;;;;;;;;;;Member;9;58,07;26,1315
;;;;;;;;;;;;;;;;;;;Male;9;58,07;26,1315
;;;;;;;;;;;;;;;;;;;Home and lifestyle;9;58,07;26,1315
;;;;;;;;;;;;;;;;;;;645-78-8093;2;93,14;9,314
;;;;;;;;;;;;;;;;;;;A;2;93,14;9,314
;;;;;;;;;;;;;;;;;;;Yangon;2;93,14;9,314
;;;;;;;;;;;;;;;;;;;Normal;2;93,14;9,314
;;;;;;;;;;;;;;;;;;;Female;2;93,14;9,314
;;;;;;;;;;;;;;;;;;;Sports and travel;2;93,14;9,314
;;;;;;;;;;;;;;;;;;;647-50-1224;10;29,42;14,71
;;;;;;;;;;;;;;;;;;;A;10;29,42;14,71
;;;;;;;;;;;;;;;;;;;Yangon;10;29,42;14,71
;;;;;;;;;;;;;;;;;;;Normal;10;29,42;14,71
;;;;;;;;;;;;;;;;;;;Female;10;29,42;14,71
;;;;;;;;;;;;;;;;;;;Fashion accessories;10;29,42;14,71
;;;;;;;;;;;;;;;;;;;648-83-1321;10;63,56;31,78
;;;;;;;;;;;;;;;;;;;A;10;63,56;31,78
;;;;;;;;;;;;;;;;;;;Yangon;10;63,56;31,78
;;;;;;;;;;;;;;;;;;;Member;10;63,56;31,78
;;;;;;;;;;;;;;;;;;;Male;10;63,56;31,78
;;;;;;;;;;;;;;;;;;;Home and lifestyle;10;63,56;31,78
;;;;;;;;;;;;;;;;;;;648-94-3045;10;58,95;29,475
;;;;;;;;;;;;;;;;;;;C;10;58,95;29,475
;;;;;;;;;;;;;;;;;;;Naypyitaw;10;58,95;29,475
;;;;;;;;;;;;;;;;;;;Normal;10;58,95;29,475
;;;;;;;;;;;;;;;;;;;Male;10;58,95;29,475
;;;;;;;;;;;;;;;;;;;Health and beauty;10;58,95;29,475
;;;;;;;;;;;;;;;;;;;649-11-3678;9;22,93;10,3185
;;;;;;;;;;;;;;;;;;;C;9;22,93;10,3185
;;;;;;;;;;;;;;;;;;;Naypyitaw;9;22,93;10,3185
;;;;;;;;;;;;;;;;;;;Normal;9;22,93;10,3185
;;;;;;;;;;;;;;;;;;;Female;9;22,93;10,3185
;;;;;;;;;;;;;;;;;;;Food and beverages;9;22,93;10,3185
;;;;;;;;;;;;;;;;;;;649-29-6775;1;33,52;1,676
;;;;;;;;;;;;;;;;;;;B;1;33,52;1,676
;;;;;;;;;;;;;;;;;;;Mandalay;1;33,52;1,676
;;;;;;;;;;;;;;;;;;;Normal;1;33,52;1,676
;;;;;;;;;;;;;;;;;;;Male;1;33,52;1,676
;;;;;;;;;;;;;;;;;;;Fashion accessories;1;33,52;1,676
;;;;;;;;;;;;;;;;;;;650-98-6268;3;20,87;3,1305
;;;;;;;;;;;;;;;;;;;B;3;20,87;3,1305
;;;;;;;;;;;;;;;;;;;Mandalay;3;20,87;3,1305
;;;;;;;;;;;;;;;;;;;Member;3;20,87;3,1305
;;;;;;;;;;;;;;;;;;;Female;3;20,87;3,1305
;;;;;;;;;;;;;;;;;;;Food and beverages;3;20,87;3,1305
;;;;;;;;;;;;;;;;;;;651-61-0874;4;46,22;9,244
;;;;;;;;;;;;;;;;;;;C;4;46,22;9,244
;;;;;;;;;;;;;;;;;;;Naypyitaw;4;46,22;9,244
;;;;;;;;;;;;;;;;;;;Normal;4;46,22;9,244
;;;;;;;;;;;;;;;;;;;Male;4;46,22;9,244
;;;;;;;;;;;;;;;;;;;Home and lifestyle;4;46,22;9,244
;;;;;;;;;;;;;;;;;;;651-88-7328;9;65,74;29,583
;;;;;;;;;;;;;;;;;;;A;9;65,74;29,583
;;;;;;;;;;;;;;;;;;;Yangon;9;65,74;29,583
;;;;;;;;;;;;;;;;;;;Normal;9;65,74;29,583
;;;;;;;;;;;;;;;;;;;Female;9;65,74;29,583
;;;;;;;;;;;;;;;;;;;Fashion accessories;9;65,74;29,583
;;;;;;;;;;;;;;;;;;;651-96-5970;1;46,41;2,3205
;;;;;;;;;;;;;;;;;;;A;1;46,41;2,3205
;;;;;;;;;;;;;;;;;;;Yangon;1;46,41;2,3205
;;;;;;;;;;;;;;;;;;;Normal;1;46,41;2,3205
;;;;;;;;;;;;;;;;;;;Male;1;46,41;2,3205
;;;;;;;;;;;;;;;;;;;Fashion accessories;1;46,41;2,3205
;;;;;;;;;;;;;;;;;;;652-43-6591;8;97,29;38,916
;;;;;;;;;;;;;;;;;;;A;8;97,29;38,916
;;;;;;;;;;;;;;;;;;;Yangon;8;97,29;38,916
;;;;;;;;;;;;;;;;;;;Normal;8;97,29;38,916
;;;;;;;;;;;;;;;;;;;Female;8;97,29;38,916
;;;;;;;;;;;;;;;;;;;Fashion accessories;8;97,29;38,916
;;;;;;;;;;;;;;;;;;;652-49-6720;1;60,95;3,0475
;;;;;;;;;;;;;;;;;;;C;1;60,95;3,0475
;;;;;;;;;;;;;;;;;;;Naypyitaw;1;60,95;3,0475
;;;;;;;;;;;;;;;;;;;Member;1;60,95;3,0475
;;;;;;;;;;;;;;;;;;;Female;1;60,95;3,0475
;;;;;;;;;;;;;;;;;;;Electronic accessories;1;60,95;3,0475
;;;;;;;;;;;;;;;;;;;655-07-2265;3;78,31;11,7465
;;;;;;;;;;;;;;;;;;;A;3;78,31;11,7465
;;;;;;;;;;;;;;;;;;;Yangon;3;78,31;11,7465
;;;;;;;;;;;;;;;;;;;Normal;3;78,31;11,7465
;;;;;;;;;;;;;;;;;;;Male;3;78,31;11,7465
;;;;;;;;;;;;;;;;;;;Electronic accessories;3;78,31;11,7465
;;;;;;;;;;;;;;;;;;;655-85-5130;4;38,3;7,66
;;;;;;;;;;;;;;;;;;;B;4;38,3;7,66
;;;;;;;;;;;;;;;;;;;Mandalay;4;38,3;7,66
;;;;;;;;;;;;;;;;;;;Member;4;38,3;7,66
;;;;;;;;;;;;;;;;;;;Female;4;38,3;7,66
;;;;;;;;;;;;;;;;;;;Fashion accessories;4;38,3;7,66
;;;;;;;;;;;;;;;;;;;656-16-1063;3;46,42;6,963
;;;;;;;;;;;;;;;;;;;B;3;46,42;6,963
;;;;;;;;;;;;;;;;;;;Mandalay;3;46,42;6,963
;;;;;;;;;;;;;;;;;;;Normal;3;46,42;6,963
;;;;;;;;;;;;;;;;;;;Male;3;46,42;6,963
;;;;;;;;;;;;;;;;;;;Sports and travel;3;46,42;6,963
;;;;;;;;;;;;;;;;;;;656-95-9349;7;68,93;24,1255
;;;;;;;;;;;;;;;;;;;A;7;68,93;24,1255
;;;;;;;;;;;;;;;;;;;Yangon;7;68,93;24,1255
;;;;;;;;;;;;;;;;;;;Member;7;68,93;24,1255
;;;;;;;;;;;;;;;;;;;Female;7;68,93;24,1255
;;;;;;;;;;;;;;;;;;;Health and beauty;7;68,93;24,1255
;;;;;;;;;;;;;;;;;;;658-66-3967;7;53,19;18,6165
;;;;;;;;;;;;;;;;;;;C;7;53,19;18,6165
;;;;;;;;;;;;;;;;;;;Naypyitaw;7;53,19;18,6165
;;;;;;;;;;;;;;;;;;;Normal;7;53,19;18,6165
